,trade_id,ticker,count,created_time,yes_price,no_price,taker_side
649,15ba9f34-b760-415a-beda-90a263ed2408,KXGDPYEAR-25-B2.8,268,2025-05-13T20:37:46.262937Z,7,93,yes
650,1d62bb0a-d2e2-4e8b-ae5d-9ecb4c529b55,KXGDPYEAR-25-B2.8,335,2025-05-13T20:21:57.419053Z,7,93,yes
651,8cccf6dd-2c87-4dd2-aaa2-0d9e477e8f41,KXGDPYEAR-25-B2.8,335,2025-05-13T20:01:44.042653Z,7,93,yes
652,96ebe9e9-abe2-4d16-8aee-439921408ca0,KXGDPYEAR-25-B2.8,954,2025-05-13T19:42:31.813101Z,6,94,yes
653,690272e2-b6bf-4ca2-84e1-90f68c41ebe1,KXGDPYEAR-25-B2.8,522,2025-05-13T19:42:31.813101Z,7,93,yes
654,b12b4a16-f097-4d05-824d-ef4898d14464,KXGDPYEAR-25-B2.8,312,2025-05-13T19:35:10.02207Z,6,94,yes
655,1de352b5-a26c-4242-a6a8-3b92610e4184,KXGDPYEAR-25-B2.8,93,2025-05-13T19:31:36.162128Z,6,94,yes
656,0e3bafda-f465-4189-8517-95f213b78aff,KXGDPYEAR-25-B2.8,15,2025-05-13T19:29:19.553038Z,6,94,yes
657,9bc6676c-950a-4135-b121-1f4ee5c29bf0,KXGDPYEAR-25-B2.8,300,2025-05-13T19:18:43.495463Z,6,94,yes
658,32ac01e4-3c88-491f-80d6-e0000657f0e0,KXGDPYEAR-25-B2.8,234,2025-05-13T19:12:36.283199Z,6,94,yes
659,93798d64-e714-43a1-9a76-3c43542823b3,KXGDPYEAR-25-B2.8,156,2025-05-13T18:54:37.176748Z,6,94,yes
660,c5db5500-8d86-468d-a16c-3d8ab31584b8,KXGDPYEAR-25-B2.8,312,2025-05-13T18:53:45.081867Z,6,94,yes
661,e64497f3-c06c-4d29-b2f1-1b63dbb39ed9,KXGDPYEAR-25-B2.8,312,2025-05-13T18:43:53.205973Z,6,94,yes
662,39126b26-7dd3-41f2-b2bc-8c7488c20220,KXGDPYEAR-25-B2.8,312,2025-05-02T16:28:39.583434Z,6,94,yes
663,abcc7926-8000-427b-b1a8-3d5367b421cb,KXGDPYEAR-25-B2.8,488,2025-04-22T12:32:15.470586Z,5,95,yes
664,1f6a2f31-69f9-44bb-83a5-ad8b86ec60e7,KXGDPYEAR-25-B2.8,100,2025-04-22T12:32:15.470586Z,5,95,yes
665,fd734121-d661-4a5d-a25b-db314c80d086,KXGDPYEAR-25-B2.8,336,2025-04-10T01:35:07.861927Z,6,94,yes
666,21423d98-40c4-490b-bf0f-0bf45adf55a2,KXGDPYEAR-25-B2.8,667,2025-04-10T01:35:07.861927Z,4,96,yes
667,22e815b1-ce46-457d-8e7b-12730eec626f,KXGDPYEAR-25-B2.8,10,2025-04-04T21:29:44.155754Z,5,95,yes
668,22ffc22d-c243-44ac-abc3-5712a1040ef7,KXGDPYEAR-25-B2.8,4,2025-04-02T21:31:46.250028Z,10,90,yes
669,900429c9-9bdb-4007-b187-57c2fa398d8b,KXGDPYEAR-25-B2.8,394,2025-04-02T21:31:43.410095Z,10,90,no
670,f2f2bf75-3c1d-4af7-947f-fcf9421d2a41,KXGDPYEAR-25-B2.8,1500,2025-04-02T20:43:22.612637Z,10,90,no
