date,contract_preamble,expiry_date,mean,median,mode,variance,skewness,kurtosis
2025-05-20,FED-25JUL,2025-07-31,4.159343434343434,4.203125,4.25,0.11506588433050019,-0.69171483622351,8.91219128493845
2025-05-20,FED-25JUN,2025-06-19,4.222222222222222,4.223076923076923,4.25,0.01261209173667086,-0.7857142857143079,20.388766872869592
2025-05-20,FED-25OCT,2025-10-11,3.817424242424242,3.8970588235294117,4.25,0.324213786162822,-0.3987865416436846,-0.08875103165857423
2025-05-20,FED-25SEP,2025-09-18,3.929292929292929,4.003968253968254,4,0.21648352724263342,-0.23529411764705965,1.6307660897742702
2025-05-21,FED-25DEC,2025-10-11,3.6358585858585846,3.717391304347826,4,0.4224334457729008,-0.21814671814671893,-0.461948250375126
2025-05-21,FED-25JUL,2025-07-31,4.150757575757576,4.201977401129944,4.25,0.13379954271827552,-0.7106690777576875,8.781193552726249
2025-05-21,FED-25JUN,2025-06-19,4.2272727272727275,4.22680412371134,4.25,0.010956674179814678,-0.6923076923077119,18.620724489795915
2025-05-21,FED-25OCT,2025-10-11,3.8186868686868682,3.9019607843137254,4.25,0.32435903778113767,-0.3971238938053097,-0.09004947936558949
2025-05-21,FED-25SEP,2025-09-18,3.953282828282828,4.038,4.25,0.22474934272837552,-0.14509803921568626,1.4302474232086224
2025-05-22,FED-25DEC,2025-10-11,3.637626262626261,3.717391304347826,4,0.41953466148063645,-0.215496368038742,-0.4504293238216355
2025-05-22,FED-25JUL,2025-07-31,4.157070707070707,4.206703910614525,4.25,0.13470615758647594,-0.696969696969698,9.021315430187316
2025-05-22,FED-25JUN,2025-06-19,4.232323232323233,4.233333333333333,4.25,0.007336656020463795,-0.7777777777777999,17.176420867233354
2025-05-22,FED-25OCT,2025-10-11,3.817424242424242,3.9,4.25,0.32485147619445137,-0.39878654164368454,-0.0996324181909074
2025-05-22,FED-25SEP,2025-09-18,3.955808080808081,4.04,4.25,0.22561892004423373,-0.13725490196078685,1.4171530759066595
2025-05-23,FED-25DEC,2025-10-11,3.6414141414141397,3.722826086956522,4,0.41814816876035116,-0.20873786407767245,-0.4403175734418219
2025-05-23,FED-25JUL,2025-07-31,4.1595959595959595,4.2081005586592175,4.25,0.13453610691137474,-0.6780303030303035,9.108187063139015
2025-05-23,FED-25JUN,2025-06-19,4.231060606060606,4.233333333333333,4.25,0.006333421450501342,-0.8823529411764955,15.454455322591677
2025-05-23,FED-25OCT,2025-10-11,3.817424242424242,3.9,4.25,0.32485147619445137,-0.39878654164368454,-0.0996324181909074
2025-05-23,FED-25SEP,2025-09-18,3.955808080808081,4.04,4.25,0.22561892004423373,-0.13725490196078685,1.4171530759066595
2025-05-24,FED-25DEC,2025-10-11,3.6419191919191904,3.717391304347826,4,0.4082597220032175,-0.21000981354269008,-0.42458279077536654
2025-05-24,FED-25JUL,2025-07-31,4.1664141414141405,4.206944444444445,4.25,0.11023953698808306,-0.688149688149696,10.027357809143725
2025-05-24,FED-25JUN,2025-06-19,4.233585858585858,4.23469387755102,4.25,0.005148219775553722,-0.8666666666666912,15.191139486678512
2025-05-24,FED-25OCT,2025-10-11,3.858333333333333,3.875,4,0.6287304866850322,-0.2216515211378908,-0.9729428362324528
2025-05-24,FED-25SEP,2025-09-18,3.992676767676768,3.9912280701754383,4.25,0.3628297179529197,-0.015769439912995876,-0.05783065825745215
2025-05-25,FED-25DEC,2025-10-11,3.6419191919191904,3.717391304347826,4,0.4082597220032175,-0.21000981354269008,-0.42458279077536654
2025-05-25,FED-25JUL,2025-07-31,4.1664141414141405,4.206944444444445,4.25,0.11023953698808306,-0.688149688149696,10.027357809143725
2025-05-25,FED-25JUN,2025-06-19,4.236111111111111,4.2360406091370555,4.25,0.003950135473704497,-0.8461538461538701,10.643254521506497
2025-05-25,FED-25OCT,2025-10-11,3.8558080808080804,3.868055555555556,4,0.62927671006566,-0.22471467926013453,-0.9753875328676518
2025-05-25,FED-25SEP,2025-09-18,3.9964646464646467,4.002941176470588,4.25,0.36191472937723324,-0.007675438596490675,-0.049385819666550645
2025-05-26,FED-25DEC,2025-10-11,3.6419191919191904,3.717391304347826,4,0.4082597220032175,-0.21000981354269008,-0.42458279077536654
2025-05-26,FED-25JUL,2025-07-31,4.172727272727273,4.2125,4.25,0.1083957110127909,-0.6710526315789541,10.56752344505133
2025-05-26,FED-25JUN,2025-06-19,4.236111111111111,4.2360406091370555,4.25,0.003950135473704497,-0.8461538461538701,10.643254521506497
2025-05-26,FED-25OCT,2025-10-11,3.860858585858585,3.871621621621622,4,0.6217944803612082,-0.2185640618802068,-0.9566532608177547
2025-05-26,FED-25SEP,2025-09-18,4.011616161616162,4.0058139534883725,4.25,0.343935735273354,0.02607709750566848,0.11953644447527667
2025-05-27,FED-25DEC,2025-10-11,3.6474747474747473,3.717391304347826,4,0.41410946522669817,-0.197470817120622,-0.4239386895318704
2025-05-27,FED-25JUL,2025-07-31,4.168434343434344,4.208333333333333,4.25,0.11024494769138174,-0.6828752642706191,10.534272485165868
2025-05-27,FED-25JUN,2025-06-19,4.234848484848484,4.235969387755102,4.25,0.0048696329688065225,-0.8571428571428815,16.951202295918286
2025-05-27,FED-25OCT,2025-10-11,3.8545454545454545,3.871621621621622,4,0.6311392158499596,-0.22623723487824118,-0.9887128525891935
2025-05-27,FED-25SEP,2025-09-18,4.011616161616162,4.0058139534883725,4.25,0.343935735273354,0.02607709750566848,0.11953644447527667
2025-05-28,FED-25DEC,2025-10-11,3.6643939393939386,3.7447916666666665,4,0.4063691320922726,-0.16874066699850732,-0.377375872046378
2025-05-28,FED-25JUL,2025-07-31,4.198484848484848,4.220108695652174,4.25,0.0629759486508798,-0.6710526315789501,20.37512100417587
